poem_line,cluster_label,tsne_dim1,tsne_dim2
官家已修仓,18,26.386488,17.569834
中有高人在,8,31.11839,-25.2703
沙中曳杖藜,8,11.339458,1.6675106
宿酒初醒懒卸头,8,37.519318,-21.440985
一声声入两眉愁,5,-31.389627,-2.885784
何处一屏风,19,4.9670277,-2.6170228
犹见墨痕浓,16,16.47666,-8.015004
若教临水畔,16,15.524464,-10.436774
字字恐成龙,10,-5.591403,12.703765
闻雨伤春梦不成,5,-40.34303,-8.368755
秋千打困解罗裙,14,36.492386,-19.272917
见客入来和笑走,14,55.73563,-8.602588
不胜情绪两风流,2,38.559273,-7.9389567
为爱好多心转惑,0,10.227378,-30.01828
鹅儿唼喋栀黄嘴,14,40.571617,-11.906254
凤子轻盈腻粉腰,14,16.449825,-41.515583
深院下帘人昼寝,8,38.59676,-22.373362
红蔷薇架碧芭蕉,14,32.603886,-20.04999
何曾解报稻粱恩,7,-0.34862632,26.33771
唯将芥羽害同群,18,1.2143074,29.599222
渔翁醉着无人唤,8,48.442047,-3.4480946
君恩已尽欲何归,7,-18.376314,30.737686
自恨身轻不如燕,7,-23.692944,4.1943717
游子乍闻征袖湿,17,-5.2378397,-19.706436
佳人才唱翠眉低,0,10.862105,-39.15809
相呼相应湘江阔,14,43.048077,9.075267
苦竹丛深日向西,9,-40.868294,-26.498856
莫向春风唱鹧鸪,3,-15.959321,-14.645028
杨花愁杀渡江人,5,-36.883408,-2.8624675
君向潇湘我向秦,16,-15.234377,-20.905039
苍茫空泛日,9,14.131488,-20.5414
四顾绝人烟,9,-36.62982,-33.31227
波外恐无天,10,-5.896768,10.931641
欲作乘槎客,16,30.373228,-9.306058
翻然去隔年,16,28.624863,0.36056253
秋田有望从淋漓,14,25.611225,-15.322241
坐看黑云衔猛雨,14,10.52726,4.489576
忽惊云雨在头上,10,8.367542,-0.0070885257
家家扶得醉人归,2,51.07359,-5.86056
却疑春色在邻家,19,16.43316,-23.023912
明年如应律,14,23.444376,-16.135166
先发望春台,4,23.110704,-15.271075
何处报人恩,7,-8.073334,25.449808
勇死寻常事,15,39.96114,40.592316
轻仇不足论,18,22.79739,21.066187
翻嫌易水上,1,-3.1404226,29.486223
细碎动离魂,3,-23.312456,-11.073382
万物都寂寂,9,33.58367,-29.389122
人心尽如此,7,-0.2927033,24.139013
天下自和平,14,52.27285,18.70222
孤独异乡人,9,-11.528597,-18.267622
渐与骨肉远,3,-17.014448,-9.227368
那堪正飘泊,5,-11.737586,-11.900569
念尔独何之,3,0.7012002,-18.381214
孤飞自可疑,9,-32.79003,-34.181053
襄阳好向岘亭看,16,27.389349,-11.862622
人物萧条属岁阑,6,-39.14856,-24.135628
夜来风雪过江寒,9,-41.566788,-29.727953
惟有一篇杨柳曲,16,16.2521,-9.373225
江南江北为君愁,5,-30.557909,-4.8255286
料得相如偷见面,0,16.273668,-33.52304
忆君心似西江水,0,5.6658535,-35.708546
日夜东流无歇时,16,12.126158,-27.231117
竹帛烟销帝业虚,6,-0.93309456,7.0282903
关河空锁祖龙居,1,-1.3064522,5.74156
坑灰未冷山东乱,1,4.6889825,41.633038
刘项原来不读书,18,11.406173,29.59906
早被婵娟误,7,-23.639688,0.429657
欲妆临镜慵,8,36.711777,-21.621338
承恩不在貌,18,11.074633,23.015406
教妾若为容,0,12.698857,-39.3322
年年越溪女,0,15.703263,-37.129627
相忆采芙蓉,0,4.193107,-31.838764
乡思在渔歌,17,-5.2824326,-25.700674
海涨兵荒后,1,-52.665268,18.38335
为官合动情,12,20.782145,12.299848
惟持古人意,8,15.340516,-6.3010325
千里赠君行,12,-1.7851417,-13.344584
握手相看谁敢言,10,-12.211304,13.306069
遍收宝货无藏处,18,19.594193,31.701937
乱杀平人不怕天,1,1.3861258,38.541748
郡侯逐出浑闲事,18,22.013575,21.3629
县民无口不冤声,1,-4.9609084,36.2744
便是生灵血染成,1,-44.974506,18.97632
生民何计乐樵苏,13,-32.14216,30.707827
凭君莫话封侯事,7,-12.150967,33.96885
一将功成万骨枯,1,-46.954906,16.524967
至今窥牧马,16,9.604167,8.204513
不敢过临洮,10,-8.882351,14.1745205
寒尽不知年,19,8.010961,-4.32252
劝君莫惜金缕衣,6,-22.265648,-32.228302
劝君须惜少年时,6,-22.255398,-32.231777
有花堪折直须折,2,57.1359,-1.4548208
莫待无花空折枝,6,-20.765865,-31.084314
西风吹妾妾忧夫,3,-20.20658,-9.252269
一行书信千行泪,11,-61.07782,-1.2395257
寒到君边衣到无,12,-7.092582,-31.94907
流水何太急,19,0.13333103,-20.19053
深宫尽日闲,8,31.076023,-33.197784
殷勤谢红叶,12,17.776926,8.26041
好去到人间,14,29.644955,-2.598212
肠断木兰歌,11,-55.77233,-8.349464
绣岭宫前鹤发翁,6,-30.413935,-42.31394
犹唱开元太平曲,4,26.868347,14.215322
水禽情似此禽稀,0,10.282459,-34.47723
笑指中流羡尔归,14,33.81719,-6.377325
平生相爱应相识,12,16.953243,-29.782911
谁道修篁胜此君,4,32.59717,19.503782
我花开后百花杀,15,46.0516,34.11069
冲天香阵透长安,4,43.654526,24.30182
满城尽带黄金甲,15,45.980824,34.009876
一时衰飒无多恨,18,20.036064,18.040016
看着清风彩剪成,14,33.929203,-15.829866
正是归时底不归,16,13.532117,-9.6064005
赫连台畔旅人情,17,-11.332995,-20.557896
一夕秋风白发生,6,-16.96448,-1.9865295
旧山虽在不关身,17,-13.180144,-19.906258
不知今夜属何人,19,-1.1631184,-3.9115129
别梦依依到谢家,0,3.191897,-31.478289
多情只有春庭月,0,8.452944,-33.463207
故将红豆打黄莺,0,5.5604897,14.449859
君王城上竖降旗,1,-50.293335,18.039293
妾在深宫那得知,3,-19.321325,-8.861509
十四万人齐解甲,4,13.704442,38.54793
更无一个是男儿,18,5.427067,26.120869
不愤钱塘苏小小,18,5.5519004,16.439365
引郎松下结同心,0,16.745728,-31.252346
不道人间巧已多,18,9.378373,21.716932
